Kaptive version	Database name	Database version	Assembly	Best match locus	Best match type	Match confidence	Problems	Identity	Coverage	Length discrepancy	Expected genes in locus	Expected genes in locus, details	Missing expected genes	Other genes in locus	Other genes in locus, details	Expected genes outside locus	Expected genes outside locus, details	Other genes outside locus	Other genes outside locus, details	Truncated genes, details	Extra genes, details
3.2.2.dev25+g7f2e9ef87.d20260626	Klebsiella_pneumoniae_Species_Complex_K	3.2.2	NK_H12_053_30	KL139	unknown	Untypeable	+	99.83%	100.00%	9611	19 / 19 (100.00%)	KL139_06_wzc,99.86%,100.00%;KL139_13_wzx_KL139,100.00%,100.00%;KL139_03_wzi,100.00%,100.00%;KL139_17_manC,100.00%,100.00%;KL139_16_gnd,100.00%,100.00%;KL139_15_wcaJ36,100.00%,100.00%;KL139_18_manB,100.00%,100.00%;KL139_07_wzy_KL139,100.00%,100.00%;KL139_14_gtr378,100.00%,100.00%;KL139_19_ugd1,100.00%,100.00%;KL139_04_wza,100.00%,100.00%;KL139_12_gtr443,100.00%,100.00%;KL139_11_ptr48,99.71%,100.00%;KL139_10_ghl105,100.00%,100.00%;KL139_01_galF,100.00%,100.00%;KL139_08_gtr441,100.00%,100.00%;KL139_09_gtr442,100.00%,100.00%;KL139_02_cpsACP,100.00%,100.00%;KL139_05_wzb,100.00%,100.00%	?	2	KL40_05_gtr151,98.15%,99.48%;KL150_19_gae,98.81%,100.00%	0 / 19 (0.00%)		3	KL4_04_nhaP2-1,80.19%,88.19%,truncated;KL105_18_rmlB,80.89%,69.30%,truncated;KL103_18_rmlA,76.68%,87.47%,truncated	KL4_04_nhaP2-1,80.19%,88.19%,truncated;KL105_18_rmlB,80.89%,69.30%,truncated;KL103_18_rmlA,76.68%,87.47%,truncated	
3.2.2.dev25+g7f2e9ef87.d20260626	Klebsiella_pneumoniae_Species_Complex_K	3.2.2	NK_H12_053_40	KL139	unknown	Untypeable	+	99.83%	100.00%	9611	19 / 19 (100.00%)	KL139_06_wzc,99.86%,100.00%;KL139_13_wzx_KL139,100.00%,100.00%;KL139_03_wzi,100.00%,100.00%;KL139_17_manC,100.00%,100.00%;KL139_16_gnd,100.00%,100.00%;KL139_15_wcaJ36,100.00%,100.00%;KL139_18_manB,100.00%,100.00%;KL139_07_wzy_KL139,100.00%,100.00%;KL139_14_gtr378,100.00%,100.00%;KL139_19_ugd1,100.00%,100.00%;KL139_04_wza,100.00%,100.00%;KL139_12_gtr443,100.00%,100.00%;KL139_11_ptr48,99.71%,100.00%;KL139_10_ghl105,100.00%,100.00%;KL139_01_galF,100.00%,100.00%;KL139_08_gtr441,100.00%,100.00%;KL139_09_gtr442,100.00%,100.00%;KL139_02_cpsACP,100.00%,100.00%;KL139_05_wzb,100.00%,100.00%	?	2	KL40_05_gtr151,98.15%,99.48%;KL150_19_gae,98.81%,100.00%	0 / 19 (0.00%)		3	KL4_04_nhaP2-1,80.19%,88.19%,truncated;KL105_18_rmlB,80.89%,69.30%,truncated;KL103_18_rmlA,76.68%,87.47%,truncated	KL4_04_nhaP2-1,80.19%,88.19%,truncated;KL105_18_rmlB,80.89%,69.30%,truncated;KL103_18_rmlA,76.68%,87.47%,truncated	
3.2.2.dev25+g7f2e9ef87.d20260626	Klebsiella_pneumoniae_Species_Complex_K	3.2.2	NK_H12_053_50	KL139	unknown	Untypeable	+	99.83%	100.00%	9611	19 / 19 (100.00%)	KL139_06_wzc,99.86%,100.00%;KL139_13_wzx_KL139,100.00%,100.00%;KL139_03_wzi,100.00%,100.00%;KL139_17_manC,100.00%,100.00%;KL139_16_gnd,100.00%,100.00%;KL139_15_wcaJ36,100.00%,100.00%;KL139_18_manB,100.00%,100.00%;KL139_07_wzy_KL139,100.00%,100.00%;KL139_14_gtr378,100.00%,100.00%;KL139_19_ugd1,100.00%,100.00%;KL139_04_wza,100.00%,100.00%;KL139_12_gtr443,100.00%,100.00%;KL139_11_ptr48,99.71%,100.00%;KL139_10_ghl105,100.00%,100.00%;KL139_01_galF,100.00%,100.00%;KL139_08_gtr441,100.00%,100.00%;KL139_09_gtr442,100.00%,100.00%;KL139_02_cpsACP,100.00%,100.00%;KL139_05_wzb,100.00%,100.00%	?	2	KL40_05_gtr151,98.15%,99.48%;KL150_19_gae,98.81%,100.00%	0 / 19 (0.00%)		3	KL105_18_rmlB,80.89%,69.30%,truncated;KL103_18_rmlA,76.68%,87.47%,truncated;KL4_04_nhaP2-1,80.19%,88.19%,truncated	KL105_18_rmlB,80.89%,69.30%,truncated;KL103_18_rmlA,76.68%,87.47%,truncated;KL4_04_nhaP2-1,80.19%,88.19%,truncated	
3.2.2.dev25+g7f2e9ef87.d20260626	Klebsiella_pneumoniae_Species_Complex_K	3.2.2	NK_H12_053_60	KL139	unknown	Untypeable	+	99.83%	100.00%	9611	19 / 19 (100.00%)	KL139_06_wzc,99.86%,100.00%;KL139_13_wzx_KL139,100.00%,100.00%;KL139_03_wzi,100.00%,100.00%;KL139_17_manC,100.00%,100.00%;KL139_16_gnd,100.00%,100.00%;KL139_15_wcaJ36,100.00%,100.00%;KL139_18_manB,100.00%,100.00%;KL139_07_wzy_KL139,100.00%,100.00%;KL139_14_gtr378,100.00%,100.00%;KL139_19_ugd1,100.00%,100.00%;KL139_04_wza,100.00%,100.00%;KL139_12_gtr443,100.00%,100.00%;KL139_11_ptr48,99.71%,100.00%;KL139_10_ghl105,100.00%,100.00%;KL139_01_galF,100.00%,100.00%;KL139_08_gtr441,100.00%,100.00%;KL139_09_gtr442,100.00%,100.00%;KL139_02_cpsACP,100.00%,100.00%;KL139_05_wzb,100.00%,100.00%	?	2	KL40_05_gtr151,98.15%,99.48%;KL150_19_gae,98.81%,100.00%	0 / 19 (0.00%)		3	KL105_18_rmlB,80.89%,69.30%,truncated;KL103_18_rmlA,76.68%,87.47%,truncated;KL4_04_nhaP2-1,80.19%,88.19%,truncated	KL105_18_rmlB,80.89%,69.30%,truncated;KL103_18_rmlA,76.68%,87.47%,truncated;KL4_04_nhaP2-1,80.19%,88.19%,truncated	
3.2.2.dev25+g7f2e9ef87.d20260626	Klebsiella_pneumoniae_Species_Complex_K	3.2.2	NK_H12_053_80	KL139	unknown	Untypeable	+	99.83%	100.00%	9611	19 / 19 (100.00%)	KL139_06_wzc,99.86%,100.00%;KL139_13_wzx_KL139,100.00%,100.00%;KL139_03_wzi,100.00%,100.00%;KL139_17_manC,100.00%,100.00%;KL139_16_gnd,100.00%,100.00%;KL139_15_wcaJ36,100.00%,100.00%;KL139_18_manB,100.00%,100.00%;KL139_07_wzy_KL139,100.00%,100.00%;KL139_14_gtr378,100.00%,100.00%;KL139_19_ugd1,100.00%,100.00%;KL139_04_wza,100.00%,100.00%;KL139_12_gtr443,100.00%,100.00%;KL139_11_ptr48,99.71%,100.00%;KL139_10_ghl105,100.00%,100.00%;KL139_01_galF,100.00%,100.00%;KL139_08_gtr441,100.00%,100.00%;KL139_09_gtr442,100.00%,100.00%;KL139_02_cpsACP,100.00%,100.00%;KL139_05_wzb,100.00%,100.00%	?	2	KL40_05_gtr151,98.15%,99.48%;KL150_19_gae,98.81%,100.00%	0 / 19 (0.00%)		3	KL105_18_rmlB,80.89%,69.30%,truncated;KL103_18_rmlA,76.68%,87.47%,truncated;KL4_04_nhaP2-1,80.19%,88.19%,truncated	KL105_18_rmlB,80.89%,69.30%,truncated;KL103_18_rmlA,76.68%,87.47%,truncated;KL4_04_nhaP2-1,80.19%,88.19%,truncated	
3.2.2.dev25+g7f2e9ef87.d20260626	Klebsiella_pneumoniae_Species_Complex_K	3.2.2	NK_H12_053_90	KL139	unknown	Untypeable	+	99.83%	100.00%	9611	19 / 19 (100.00%)	KL139_06_wzc,99.86%,100.00%;KL139_13_wzx_KL139,100.00%,100.00%;KL139_03_wzi,100.00%,100.00%;KL139_17_manC,100.00%,100.00%;KL139_16_gnd,100.00%,100.00%;KL139_15_wcaJ36,100.00%,100.00%;KL139_18_manB,100.00%,100.00%;KL139_07_wzy_KL139,100.00%,100.00%;KL139_14_gtr378,100.00%,100.00%;KL139_19_ugd1,100.00%,100.00%;KL139_04_wza,100.00%,100.00%;KL139_12_gtr443,100.00%,100.00%;KL139_11_ptr48,99.71%,100.00%;KL139_10_ghl105,100.00%,100.00%;KL139_01_galF,100.00%,100.00%;KL139_08_gtr441,100.00%,100.00%;KL139_09_gtr442,100.00%,100.00%;KL139_02_cpsACP,100.00%,100.00%;KL139_05_wzb,100.00%,100.00%	?	2	KL40_05_gtr151,98.15%,99.48%;KL150_19_gae,98.81%,100.00%	0 / 19 (0.00%)		3	KL4_04_nhaP2-1,80.19%,88.19%,truncated;KL105_18_rmlB,80.89%,69.30%,truncated;KL103_18_rmlA,76.68%,87.47%,truncated	KL4_04_nhaP2-1,80.19%,88.19%,truncated;KL105_18_rmlB,80.89%,69.30%,truncated;KL103_18_rmlA,76.68%,87.47%,truncated	
3.2.2.dev25+g7f2e9ef87.d20260626	Klebsiella_pneumoniae_Species_Complex_K	3.2.2	NK_H12_053	KL139	unknown	Untypeable	+	99.83%	100.00%	9611	19 / 19 (100.00%)	KL139_06_wzc,99.86%,100.00%;KL139_13_wzx_KL139,100.00%,100.00%;KL139_03_wzi,100.00%,100.00%;KL139_17_manC,100.00%,100.00%;KL139_16_gnd,100.00%,100.00%;KL139_15_wcaJ36,100.00%,100.00%;KL139_18_manB,100.00%,100.00%;KL139_07_wzy_KL139,100.00%,100.00%;KL139_14_gtr378,100.00%,100.00%;KL139_19_ugd1,100.00%,100.00%;KL139_04_wza,100.00%,100.00%;KL139_12_gtr443,100.00%,100.00%;KL139_11_ptr48,99.71%,100.00%;KL139_10_ghl105,100.00%,100.00%;KL139_01_galF,100.00%,100.00%;KL139_08_gtr441,100.00%,100.00%;KL139_09_gtr442,100.00%,100.00%;KL139_02_cpsACP,100.00%,100.00%;KL139_05_wzb,100.00%,100.00%	?	2	KL40_05_gtr151,98.15%,99.48%;KL150_19_gae,98.81%,100.00%	0 / 19 (0.00%)		3	KL105_18_rmlB,80.89%,69.30%,truncated;KL103_18_rmlA,76.68%,87.47%,truncated;KL4_04_nhaP2-1,80.19%,88.19%,truncated	KL105_18_rmlB,80.89%,69.30%,truncated;KL103_18_rmlA,76.68%,87.47%,truncated;KL4_04_nhaP2-1,80.19%,88.19%,truncated	
3.2.2.dev25+g7f2e9ef87.d20260626	Klebsiella_pneumoniae_Species_Complex_K	3.2.2	NK_H12_057_10	KL113	unknown	Untypeable	?+-!	98.47%	56.95%	n/a	12 / 27 (45.00%)	KL113_13_fcl,98.45%,100.00%;KL113_12_gmd,99.17%,97.32%;KL113_15_gtr2,98.61%,53.50%,partial;KL113_14_gmm,96.73%,100.00%;KL113_17_gnd,99.79%,100.00%;KL113_16_wcaJ1,96.15%,100.00%;KL113_18_manC,100.00%,4.87%,partial;KL113_19_manB,99.55%,98.10%;KL113_18_manC,98.81%,71.12%,partial;KL113_20_ugd1,99.49%,100.00%;KL113_19_manB,99.38%,35.45%,partial;KL113_18_manC,100.00%,4.80%,truncated	?	1	KL150_19_gae,97.91%,100.00%	0 / 27 (0.00%)		12	KL4_19_wzi,97.82%,100.00%;KL1_04_wza,99.74%,100.00%;KL159_01_galF,100.00%,100.00%;KL154_02_cpsACP,98.57%,100.00%;KL4_22_wzc,96.24%,25.95%,partial;KL1_05_wzb,100.00%,100.00%;KL1_06_wzc,99.19%,69.39%,truncated;KL1_07_wzx_KL1,96.28%,100.00%;KL1_09_wzy_KL1,99.27%,100.00%;KL1_08_ptr1,96.64%,100.00%;KL1_10_gtr1,94.16%,37.42%,partial;KL137_20_rmlB,80.42%,65.04%,truncated	KL4_22_wzc,96.24%,25.95%,partial;KL1_06_wzc,99.19%,69.39%,truncated;KL1_10_gtr1,94.16%,37.42%,partial;KL113_15_gtr2,98.61%,53.50%,partial;KL113_18_manC,100.00%,4.87%,partial;KL113_18_manC,98.81%,71.12%,partial;KL137_20_rmlB,80.42%,65.04%,truncated;KL113_19_manB,99.38%,35.45%,partial;KL113_18_manC,100.00%,4.80%,truncated	
3.2.2.dev25+g7f2e9ef87.d20260626	Klebsiella_pneumoniae_Species_Complex_K	3.2.2	NK_H12_057_20	KL1	K1	Untypeable	?+-!	98.41%	100.00%	n/a	21 / 32 (65.00%)	KL1_19_manB,99.36%,34.43%,truncated;KL1_19_manB,100.00%,35.89%,partial;KL1_18_manC,98.74%,33.83%,partial;KL1_19_manB,100.00%,10.65%,partial;KL1_19_manB,99.39%,35.81%,truncated;KL1_18_manC,99.44%,37.50%,partial;KL1_19_manB,100.00%,16.56%,truncated;KL1_20_ugd1,99.49%,100.00%;KL1_19_manB,99.40%,36.40%,partial;KL1_18_manC,100.00%,4.87%,partial;KL1_06_wzc,98.88%,100.00%;KL1_07_wzx_KL1,96.28%,100.00%;KL1_03_wzi,98.54%,100.00%;KL1_09_wzy_KL1,99.27%,100.00%;KL1_04_wza,100.00%,100.00%;KL1_16_wcaJ1,98.50%,100.00%;KL1_10_gtr1,95.10%,100.00%;KL1_08_ptr1,96.64%,100.00%;KL1_11_atr1,98.25%,100.00%;KL1_05_wzb,100.00%,100.00%;KL1_18_manC,100.00%,4.80%,truncated	?	8	KL150_19_gae,97.91%,100.00%;KL113_17_gnd,99.79%,100.00%;KL113_15_gtr2,97.27%,99.75%;KL58_14_gmd,99.46%,98.39%;KL113_13_fcl,98.45%,100.00%;KL146_01_galF,100.00%,100.00%;KL154_02_cpsACP,98.57%,100.00%;KL113_14_gmm,97.39%,100.00%	0 / 32 (0.00%)		3	KL137_18_manC,100.00%,23.73%,partial;KL104_18_manC,99.11%,23.73%,partial;KL137_20_rmlB,80.42%,65.04%,truncated	KL1_19_manB,99.36%,34.43%,truncated;KL137_18_manC,100.00%,23.73%,partial;KL1_19_manB,100.00%,35.89%,partial;KL1_18_manC,98.74%,33.83%,partial;KL104_18_manC,99.11%,23.73%,partial;KL1_19_manB,100.00%,10.65%,partial;KL1_19_manB,99.39%,35.81%,truncated;KL1_18_manC,99.44%,37.50%,partial;KL1_19_manB,100.00%,16.56%,truncated;KL137_20_rmlB,80.42%,65.04%,truncated;KL1_19_manB,99.40%,36.40%,partial;KL1_18_manC,100.00%,4.87%,partial;KL1_18_manC,100.00%,4.80%,truncated	
3.2.2.dev25+g7f2e9ef87.d20260626	Klebsiella_pneumoniae_Species_Complex_K	3.2.2	NK_H12_057_30	KL1	K1	Untypeable	?+-!	98.41%	100.00%	n/a	21 / 32 (65.00%)	KL1_18_manC,98.74%,33.83%,partial;KL1_19_manB,99.51%,45.00%,truncated;KL1_19_manB,100.00%,45.08%,partial;KL1_19_manB,100.00%,10.65%,partial;KL1_18_manC,99.44%,37.50%,partial;KL1_19_manB,100.00%,7.80%,partial;KL1_20_ugd1,99.49%,100.00%;KL1_19_manB,99.40%,36.40%,partial;KL1_18_manC,100.00%,4.87%,partial;KL1_06_wzc,98.88%,100.00%;KL1_07_wzx_KL1,96.28%,100.00%;KL1_03_wzi,98.54%,100.00%;KL1_09_wzy_KL1,99.27%,100.00%;KL1_04_wza,100.00%,100.00%;KL1_16_wcaJ1,98.50%,100.00%;KL1_10_gtr1,95.10%,100.00%;KL1_08_ptr1,96.64%,100.00%;KL1_11_atr1,98.25%,100.00%;KL1_05_wzb,100.00%,100.00%;KL1_18_manC,100.00%,4.80%,truncated;KL1_19_manB,99.36%,34.43%,truncated	?	8	KL150_19_gae,97.91%,100.00%;KL113_17_gnd,99.79%,100.00%;KL113_15_gtr2,97.27%,99.75%;KL58_14_gmd,99.46%,98.39%;KL113_13_fcl,98.45%,100.00%;KL146_01_galF,100.00%,100.00%;KL154_02_cpsACP,98.57%,100.00%;KL113_14_gmm,97.39%,100.00%	0 / 32 (0.00%)		3	KL137_18_manC,100.00%,23.73%,partial;KL104_18_manC,99.11%,23.73%,partial;KL137_20_rmlB,80.42%,65.04%,truncated	KL1_18_manC,98.74%,33.83%,partial;KL1_19_manB,99.51%,45.00%,truncated;KL1_19_manB,100.00%,45.08%,partial;KL1_19_manB,100.00%,10.65%,partial;KL1_18_manC,99.44%,37.50%,partial;KL1_19_manB,100.00%,7.80%,partial;KL137_18_manC,100.00%,23.73%,partial;KL104_18_manC,99.11%,23.73%,partial;KL137_20_rmlB,80.42%,65.04%,truncated;KL1_19_manB,99.40%,36.40%,partial;KL1_18_manC,100.00%,4.87%,partial;KL1_18_manC,100.00%,4.80%,truncated;KL1_19_manB,99.36%,34.43%,truncated	
3.2.2.dev25+g7f2e9ef87.d20260626	Klebsiella_pneumoniae_Species_Complex_K	3.2.2	NK_H12_057_40	KL1	K1	Untypeable	?+-!	98.41%	100.00%	n/a	21 / 32 (65.00%)	KL1_19_manB,100.00%,10.65%,partial;KL1_19_manB,99.51%,45.00%,truncated;KL1_18_manC,99.44%,37.50%,partial;KL1_19_manB,100.00%,7.80%,partial;KL1_18_manC,98.74%,33.83%,partial;KL1_19_manB,100.00%,45.08%,partial;KL1_20_ugd1,99.49%,100.00%;KL1_19_manB,99.40%,36.40%,partial;KL1_18_manC,100.00%,4.87%,partial;KL1_06_wzc,98.88%,100.00%;KL1_07_wzx_KL1,96.28%,100.00%;KL1_03_wzi,98.54%,100.00%;KL1_09_wzy_KL1,99.27%,100.00%;KL1_04_wza,100.00%,100.00%;KL1_16_wcaJ1,98.50%,100.00%;KL1_10_gtr1,95.10%,100.00%;KL1_08_ptr1,96.64%,100.00%;KL1_11_atr1,98.25%,100.00%;KL1_05_wzb,100.00%,100.00%;KL1_18_manC,100.00%,4.80%,truncated;KL1_19_manB,99.36%,34.43%,truncated	?	8	KL150_19_gae,97.91%,100.00%;KL113_17_gnd,99.79%,100.00%;KL113_15_gtr2,97.27%,99.75%;KL58_14_gmd,99.46%,98.39%;KL113_13_fcl,98.45%,100.00%;KL146_01_galF,100.00%,100.00%;KL154_02_cpsACP,98.57%,100.00%;KL113_14_gmm,97.39%,100.00%	0 / 32 (0.00%)		3	KL137_18_manC,100.00%,23.73%,partial;KL104_18_manC,99.11%,23.73%,partial;KL137_20_rmlB,80.42%,65.04%,truncated	KL1_19_manB,100.00%,10.65%,partial;KL1_19_manB,99.51%,45.00%,truncated;KL137_18_manC,100.00%,23.73%,partial;KL104_18_manC,99.11%,23.73%,partial;KL1_18_manC,99.44%,37.50%,partial;KL1_19_manB,100.00%,7.80%,partial;KL1_18_manC,98.74%,33.83%,partial;KL1_19_manB,100.00%,45.08%,partial;KL137_20_rmlB,80.42%,65.04%,truncated;KL1_19_manB,99.40%,36.40%,partial;KL1_18_manC,100.00%,4.87%,partial;KL1_18_manC,100.00%,4.80%,truncated;KL1_19_manB,99.36%,34.43%,truncated	
3.2.2.dev25+g7f2e9ef87.d20260626	Klebsiella_pneumoniae_Species_Complex_K	3.2.2	NK_H12_057_50	KL1	K1	Untypeable	?+-!	98.41%	100.00%	n/a	20 / 31 (65.00%)	KL1_19_manB,99.39%,35.81%,truncated;KL1_19_manB,100.00%,35.89%,partial;KL1_19_manB,100.00%,25.97%,partial;KL1_18_manC,98.74%,33.83%,partial;KL1_18_manC,99.10%,47.03%,partial;KL1_19_manB,100.00%,16.56%,truncated;KL1_06_wzc,98.88%,100.00%;KL1_07_wzx_KL1,96.28%,100.00%;KL1_03_wzi,98.54%,100.00%;KL1_09_wzy_KL1,99.27%,100.00%;KL1_04_wza,100.00%,100.00%;KL1_16_wcaJ1,98.50%,100.00%;KL1_10_gtr1,95.10%,100.00%;KL1_08_ptr1,96.64%,100.00%;KL1_11_atr1,98.25%,100.00%;KL1_05_wzb,100.00%,100.00%;KL1_18_manC,100.00%,4.80%,truncated;KL1_20_ugd1,99.49%,100.00%;KL1_19_manB,98.96%,21.01%,truncated;KL1_18_manC,100.00%,4.87%,partial	?	8	KL113_17_gnd,99.79%,100.00%;KL113_15_gtr2,97.27%,99.75%;KL58_14_gmd,99.46%,98.39%;KL113_13_fcl,98.45%,100.00%;KL159_01_galF,100.00%,100.00%;KL154_02_cpsACP,98.57%,100.00%;KL113_14_gmm,97.39%,100.00%;KL150_19_gae,97.91%,100.00%	0 / 31 (0.00%)		4	KL5_17_manC,98.51%,14.19%,partial;KL61_17_manC,100.00%,14.27%,partial;KL137_20_rmlB,80.42%,65.04%,truncated;KL46_19_manB,98.85%,19.18%,partial	KL5_17_manC,98.51%,14.19%,partial;KL61_17_manC,100.00%,14.27%,partial;KL1_19_manB,99.39%,35.81%,truncated;KL1_19_manB,100.00%,35.89%,partial;KL1_19_manB,100.00%,25.97%,partial;KL1_18_manC,98.74%,33.83%,partial;KL1_18_manC,99.10%,47.03%,partial;KL1_19_manB,100.00%,16.56%,truncated;KL137_20_rmlB,80.42%,65.04%,truncated;KL1_18_manC,100.00%,4.80%,truncated;KL46_19_manB,98.85%,19.18%,partial;KL1_19_manB,98.96%,21.01%,truncated;KL1_18_manC,100.00%,4.87%,partial	
3.2.2.dev25+g7f2e9ef87.d20260626	Klebsiella_pneumoniae_Species_Complex_K	3.2.2	NK_H12_057_60	KL1	K1	Untypeable	?+-!	98.41%	100.00%	n/a	21 / 32 (65.00%)	KL1_19_manB,99.51%,45.00%,truncated;KL1_19_manB,100.00%,45.08%,partial;KL1_19_manB,100.00%,10.65%,partial;KL1_18_manC,98.74%,33.83%,partial;KL1_18_manC,99.44%,37.50%,partial;KL1_19_manB,100.00%,7.80%,partial;KL1_06_wzc,98.88%,100.00%;KL1_07_wzx_KL1,96.28%,100.00%;KL1_03_wzi,98.54%,100.00%;KL1_09_wzy_KL1,99.27%,100.00%;KL1_04_wza,100.00%,100.00%;KL1_16_wcaJ1,98.50%,100.00%;KL1_10_gtr1,95.10%,100.00%;KL1_08_ptr1,96.64%,100.00%;KL1_11_atr1,98.25%,100.00%;KL1_05_wzb,100.00%,100.00%;KL1_18_manC,100.00%,4.80%,truncated;KL1_20_ugd1,99.49%,100.00%;KL1_19_manB,99.40%,36.40%,partial;KL1_18_manC,100.00%,4.87%,partial;KL1_19_manB,99.36%,34.43%,truncated	?	8	KL113_17_gnd,99.79%,100.00%;KL113_15_gtr2,97.27%,99.75%;KL58_14_gmd,99.46%,98.39%;KL113_13_fcl,98.45%,100.00%;KL146_01_galF,100.00%,100.00%;KL154_02_cpsACP,98.57%,100.00%;KL113_14_gmm,97.39%,100.00%;KL150_19_gae,97.91%,100.00%	0 / 32 (0.00%)		3	KL137_18_manC,100.00%,23.73%,partial;KL104_18_manC,99.11%,23.73%,partial;KL137_20_rmlB,80.42%,65.04%,truncated	KL1_19_manB,99.51%,45.00%,truncated;KL1_19_manB,100.00%,45.08%,partial;KL1_19_manB,100.00%,10.65%,partial;KL137_18_manC,100.00%,23.73%,partial;KL1_18_manC,98.74%,33.83%,partial;KL104_18_manC,99.11%,23.73%,partial;KL1_18_manC,99.44%,37.50%,partial;KL1_19_manB,100.00%,7.80%,partial;KL137_20_rmlB,80.42%,65.04%,truncated;KL1_18_manC,100.00%,4.80%,truncated;KL1_19_manB,99.40%,36.40%,partial;KL1_18_manC,100.00%,4.87%,partial;KL1_19_manB,99.36%,34.43%,truncated	
3.2.2.dev25+g7f2e9ef87.d20260626	Klebsiella_pneumoniae_Species_Complex_K	3.2.2	NK_H12_057_90	KL1	K1	Untypeable	?+-!	98.41%	100.00%	n/a	21 / 32 (65.00%)	KL1_19_manB,100.00%,10.65%,partial;KL1_18_manC,98.74%,33.83%,partial;KL1_19_manB,99.51%,45.00%,truncated;KL1_19_manB,100.00%,45.08%,partial;KL1_18_manC,99.44%,37.50%,partial;KL1_19_manB,100.00%,7.80%,partial;KL1_06_wzc,98.88%,100.00%;KL1_07_wzx_KL1,96.28%,100.00%;KL1_03_wzi,98.54%,100.00%;KL1_09_wzy_KL1,99.27%,100.00%;KL1_04_wza,100.00%,100.00%;KL1_16_wcaJ1,98.50%,100.00%;KL1_10_gtr1,95.10%,100.00%;KL1_08_ptr1,96.64%,100.00%;KL1_11_atr1,98.25%,100.00%;KL1_05_wzb,100.00%,100.00%;KL1_18_manC,100.00%,4.80%,truncated;KL1_19_manB,99.36%,34.43%,truncated;KL1_20_ugd1,99.49%,100.00%;KL1_19_manB,99.40%,36.40%,partial;KL1_18_manC,100.00%,4.87%,partial	?	8	KL113_17_gnd,99.79%,100.00%;KL113_15_gtr2,97.27%,99.75%;KL58_14_gmd,99.46%,98.39%;KL113_13_fcl,98.45%,100.00%;KL146_01_galF,100.00%,100.00%;KL154_02_cpsACP,98.57%,100.00%;KL113_14_gmm,97.39%,100.00%;KL150_19_gae,97.91%,100.00%	0 / 32 (0.00%)		3	KL104_18_manC,99.11%,23.73%,partial;KL137_18_manC,100.00%,23.73%,partial;KL137_20_rmlB,80.42%,65.04%,truncated	KL1_19_manB,100.00%,10.65%,partial;KL1_18_manC,98.74%,33.83%,partial;KL1_19_manB,99.51%,45.00%,truncated;KL1_19_manB,100.00%,45.08%,partial;KL104_18_manC,99.11%,23.73%,partial;KL137_18_manC,100.00%,23.73%,partial;KL1_18_manC,99.44%,37.50%,partial;KL1_19_manB,100.00%,7.80%,partial;KL137_20_rmlB,80.42%,65.04%,truncated;KL1_18_manC,100.00%,4.80%,truncated;KL1_19_manB,99.36%,34.43%,truncated;KL1_19_manB,99.40%,36.40%,partial;KL1_18_manC,100.00%,4.87%,partial	
3.2.2.dev25+g7f2e9ef87.d20260626	Klebsiella_pneumoniae_Species_Complex_K	3.2.2	NK_H12_057	KL1	K1	Untypeable	?+-!	98.41%	100.00%	n/a	21 / 32 (65.00%)	KL1_18_manC,98.74%,33.83%,partial;KL1_19_manB,100.00%,10.65%,partial;KL1_19_manB,99.51%,45.00%,truncated;KL1_18_manC,99.44%,37.50%,partial;KL1_19_manB,100.00%,7.80%,partial;KL1_19_manB,100.00%,45.08%,partial;KL1_20_ugd1,99.49%,100.00%;KL1_19_manB,99.40%,36.40%,partial;KL1_18_manC,100.00%,4.87%,partial;KL1_19_manB,99.36%,34.43%,truncated;KL1_06_wzc,98.88%,100.00%;KL1_07_wzx_KL1,96.28%,100.00%;KL1_03_wzi,98.54%,100.00%;KL1_09_wzy_KL1,99.27%,100.00%;KL1_04_wza,100.00%,100.00%;KL1_16_wcaJ1,98.50%,100.00%;KL1_10_gtr1,95.10%,100.00%;KL1_08_ptr1,96.64%,100.00%;KL1_11_atr1,98.25%,100.00%;KL1_05_wzb,100.00%,100.00%;KL1_18_manC,100.00%,4.80%,truncated	?	8	KL150_19_gae,97.91%,100.00%;KL113_17_gnd,99.79%,100.00%;KL113_15_gtr2,97.27%,99.75%;KL58_14_gmd,99.46%,98.39%;KL113_13_fcl,98.45%,100.00%;KL146_01_galF,100.00%,100.00%;KL154_02_cpsACP,98.57%,100.00%;KL113_14_gmm,97.39%,100.00%	0 / 32 (0.00%)		3	KL104_18_manC,99.11%,23.73%,partial;KL137_18_manC,100.00%,23.73%,partial;KL137_20_rmlB,80.42%,65.04%,truncated	KL1_18_manC,98.74%,33.83%,partial;KL104_18_manC,99.11%,23.73%,partial;KL137_18_manC,100.00%,23.73%,partial;KL1_19_manB,100.00%,10.65%,partial;KL1_19_manB,99.51%,45.00%,truncated;KL1_18_manC,99.44%,37.50%,partial;KL1_19_manB,100.00%,7.80%,partial;KL1_19_manB,100.00%,45.08%,partial;KL137_20_rmlB,80.42%,65.04%,truncated;KL1_19_manB,99.40%,36.40%,partial;KL1_18_manC,100.00%,4.87%,partial;KL1_19_manB,99.36%,34.43%,truncated;KL1_18_manC,100.00%,4.80%,truncated	
